ESTAR: Stopping Powers and Range Tables for Electrons

POLYMETHYL METHACRALATE (LUCITE, PERSPEX, PLEXIGLASS)

Kinetic   Collision Radiative Total     D. Effect
Energy    Stp. Pow. Stp. Pow. Stp. Pow. Parameter
MeV       MeV cm2/g MeV cm2/g MeV cm2/g

2.285E+00 1.767E+00 2.728E-02 1.794E+00 1.111E+00
2.291E+00 1.767E+00 2.737E-02 1.795E+00 1.114E+00
2.297E+00 1.767E+00 2.745E-02 1.795E+00 1.117E+00
2.303E+00 1.767E+00 2.753E-02 1.795E+00 1.120E+00
2.309E+00 1.768E+00 2.762E-02 1.795E+00 1.123E+00
2.315E+00 1.768E+00 2.770E-02 1.795E+00 1.126E+00
2.321E+00 1.768E+00 2.778E-02 1.796E+00 1.129E+00
2.327E+00 1.768E+00 2.787E-02 1.796E+00 1.132E+00
2.333E+00 1.768E+00 2.795E-02 1.796E+00 1.134E+00
2.339E+00 1.768E+00 2.804E-02 1.796E+00 1.137E+00
2.345E+00 1.768E+00 2.812E-02 1.796E+00 1.140E+00
2.351E+00 1.768E+00 2.820E-02 1.797E+00 1.143E+00
2.357E+00 1.769E+00 2.829E-02 1.797E+00 1.146E+00
2.363E+00 1.769E+00 2.837E-02 1.797E+00 1.149E+00
2.369E+00 1.769E+00 2.846E-02 1.797E+00 1.151E+00
2.375E+00 1.769E+00 2.854E-02 1.798E+00 1.154E+00
2.381E+00 1.769E+00 2.863E-02 1.798E+00 1.157E+00
2.387E+00 1.769E+00 2.871E-02 1.798E+00 1.160E+00
2.393E+00 1.769E+00 2.880E-02 1.798E+00 1.163E+00
2.399E+00 1.770E+00 2.888E-02 1.798E+00 1.165E+00
2.405E+00 1.770E+00 2.896E-02 1.799E+00 1.168E+00
2.411E+00 1.770E+00 2.905E-02 1.799E+00 1.171E+00
2.417E+00 1.770E+00 2.913E-02 1.799E+00 1.174E+00
2.423E+00 1.770E+00 2.922E-02 1.799E+00 1.177E+00
2.429E+00 1.770E+00 2.930E-02 1.800E+00 1.179E+00
2.435E+00 1.770E+00 2.939E-02 1.800E+00 1.182E+00
2.441E+00 1.771E+00 2.947E-02 1.800E+00 1.185E+00
2.447E+00 1.771E+00 2.956E-02 1.800E+00 1.188E+00
2.453E+00 1.771E+00 2.964E-02 1.800E+00 1.190E+00
2.459E+00 1.771E+00 2.973E-02 1.801E+00 1.193E+00
2.465E+00 1.771E+00 2.981E-02 1.801E+00 1.196E+00
2.471E+00 1.771E+00 2.990E-02 1.801E+00 1.199E+00
2.477E+00 1.771E+00 2.998E-02 1.801E+00 1.201E+00
2.483E+00 1.772E+00 3.007E-02 1.802E+00 1.204E+00
2.489E+00 1.772E+00 3.016E-02 1.802E+00 1.207E+00
2.495E+00 1.772E+00 3.024E-02 1.802E+00 1.210E+00
2.501E+00 1.772E+00 3.033E-02 1.802E+00 1.212E+00
2.507E+00 1.772E+00 3.041E-02 1.802E+00 1.215E+00
2.513E+00 1.772E+00 3.050E-02 1.803E+00 1.218E+00
2.519E+00 1.772E+00 3.058E-02 1.803E+00 1.220E+00
2.525E+00 1.773E+00 3.067E-02 1.803E+00 1.223E+00
2.531E+00 1.773E+00 3.076E-02 1.803E+00 1.226E+00
2.537E+00 1.773E+00 3.084E-02 1.804E+00 1.229E+00
2.543E+00 1.773E+00 3.093E-02 1.804E+00 1.231E+00
2.549E+00 1.773E+00 3.101E-02 1.804E+00 1.234E+00
2.555E+00 1.773E+00 3.110E-02 1.804E+00 1.237E+00
2.561E+00 1.773E+00 3.118E-02 1.805E+00 1.239E+00
2.567E+00 1.774E+00 3.127E-02 1.805E+00 1.242E+00
2.573E+00 1.774E+00 3.136E-02 1.805E+00 1.245E+00
2.579E+00 1.774E+00 3.144E-02 1.805E+00 1.247E+00
2.585E+00 1.774E+00 3.153E-02 1.805E+00 1.250E+00
2.591E+00 1.774E+00 3.162E-02 1.806E+00 1.253E+00
2.597E+00 1.774E+00 3.170E-02 1.806E+00 1.255E+00
2.603E+00 1.774E+00 3.179E-02 1.806E+00 1.258E+00
2.609E+00 1.775E+00 3.188E-02 1.806E+00 1.261E+00
2.615E+00 1.775E+00 3.196E-02 1.807E+00 1.263E+00
2.621E+00 1.775E+00 3.205E-02 1.807E+00 1.266E+00
2.627E+00 1.775E+00 3.213E-02 1.807E+00 1.268E+00
2.633E+00 1.775E+00 3.222E-02 1.807E+00 1.271E+00
2.639E+00 1.775E+00 3.231E-02 1.808E+00 1.274E+00
2.645E+00 1.775E+00 3.239E-02 1.808E+00 1.276E+00
2.651E+00 1.776E+00 3.248E-02 1.808E+00 1.279E+00
2.657E+00 1.776E+00 3.257E-02 1.808E+00 1.282E+00
2.663E+00 1.776E+00 3.266E-02 1.809E+00 1.284E+00
2.669E+00 1.776E+00 3.274E-02 1.809E+00 1.287E+00
2.675E+00 1.776E+00 3.283E-02 1.809E+00 1.289E+00
2.681E+00 1.776E+00 3.292E-02 1.809E+00 1.292E+00
2.687E+00 1.776E+00 3.300E-02 1.809E+00 1.295E+00
2.693E+00 1.777E+00 3.309E-02 1.810E+00 1.297E+00
2.699E+00 1.777E+00 3.318E-02 1.810E+00 1.300E+00
2.706E+00 1.777E+00 3.328E-02 1.810E+00 1.303E+00
2.712E+00 1.777E+00 3.337E-02 1.810E+00 1.305E+00
2.718E+00 1.777E+00 3.345E-02 1.811E+00 1.308E+00
2.724E+00 1.777E+00 3.354E-02 1.811E+00 1.310E+00
2.730E+00 1.778E+00 3.363E-02 1.811E+00 1.313E+00
2.736E+00 1.778E+00 3.372E-02 1.811E+00 1.316E+00
2.742E+00 1.778E+00 3.380E-02 1.812E+00 1.318E+00
2.748E+00 1.778E+00 3.389E-02 1.812E+00 1.321E+00
2.754E+00 1.778E+00 3.398E-02 1.812E+00 1.323E+00
2.760E+00 1.778E+00 3.407E-02 1.812E+00 1.326E+00
2.766E+00 1.778E+00 3.416E-02 1.813E+00 1.328E+00
2.772E+00 1.779E+00 3.424E-02 1.813E+00 1.331E+00
2.778E+00 1.779E+00 3.433E-02 1.813E+00 1.333E+00
2.784E+00 1.779E+00 3.442E-02 1.813E+00 1.336E+00
2.790E+00 1.779E+00 3.451E-02 1.814E+00 1.338E+00
2.796E+00 1.779E+00 3.459E-02 1.814E+00 1.341E+00
2.802E+00 1.779E+00 3.468E-02 1.814E+00 1.344E+00
2.808E+00 1.780E+00 3.477E-02 1.814E+00 1.346E+00
2.814E+00 1.780E+00 3.486E-02 1.815E+00 1.349E+00
2.820E+00 1.780E+00 3.495E-02 1.815E+00 1.351E+00
2.826E+00 1.780E+00 3.504E-02 1.815E+00 1.354E+00
2.832E+00 1.780E+00 3.512E-02 1.815E+00 1.356E+00
2.838E+00 1.780E+00 3.521E-02 1.815E+00 1.359E+00
2.844E+00 1.780E+00 3.530E-02 1.816E+00 1.361E+00
2.850E+00 1.781E+00 3.539E-02 1.816E+00 1.364E+00
2.856E+00 1.781E+00 3.548E-02 1.816E+00 1.366E+00
2.862E+00 1.781E+00 3.557E-02 1.816E+00 1.369E+00
2.868E+00 1.781E+00 3.565E-02 1.817E+00 1.371E+00
2.874E+00 1.781E+00 3.574E-02 1.817E+00 1.373E+00
2.880E+00 1.781E+00 3.583E-02 1.817E+00 1.376E+00
2.886E+00 1.781E+00 3.592E-02 1.817E+00 1.378E+00
2.892E+00 1.782E+00 3.601E-02 1.818E+00 1.381E+00
2.898E+00 1.782E+00 3.610E-02 1.818E+00 1.383E+00
2.904E+00 1.782E+00 3.619E-02 1.818E+00 1.386E+00
2.910E+00 1.782E+00 3.627E-02 1.818E+00 1.388E+00
2.916E+00 1.782E+00 3.636E-02 1.819E+00 1.391E+00
2.922E+00 1.782E+00 3.645E-02 1.819E+00 1.393E+00
2.928E+00 1.783E+00 3.654E-02 1.819E+00 1.396E+00
2.934E+00 1.783E+00 3.663E-02 1.819E+00 1.398E+00
2.940E+00 1.783E+00 3.672E-02 1.820E+00 1.400E+00
2.946E+00 1.783E+00 3.681E-02 1.820E+00 1.403E+00
2.952E+00 1.783E+00 3.690E-02 1.820E+00 1.405E+00
2.958E+00 1.783E+00 3.699E-02 1.820E+00 1.408E+00
2.964E+00 1.783E+00 3.708E-02 1.821E+00 1.410E+00
2.970E+00 1.784E+00 3.717E-02 1.821E+00 1.413E+00
2.976E+00 1.784E+00 3.725E-02 1.821E+00 1.415E+00
2.982E+00 1.784E+00 3.734E-02 1.821E+00 1.417E+00
2.988E+00 1.784E+00 3.743E-02 1.822E+00 1.420E+00
2.994E+00 1.784E+00 3.752E-02 1.822E+00 1.422E+00
3.000E+00 1.784E+00 3.761E-02 1.822E+00 1.425E+00
